station,province,date,rainfall_mm,max_temp_c,min_temp_c,humidity_pct,wind_speed_kmh
Mutare,Manicaland,2025-04-07,66.4,26.7,11.7,82.5,8.0
Mutare,Manicaland,2025-04-08,63.9,22.9,14.2,57.0,15.0
Mutare,Manicaland,2025-04-09,41.3,23.4,15.2,56.5,6.3
Mutare,Manicaland,2025-04-10,79.1,33.0,18.9,67.7,4.8
Mutare,Manicaland,2025-04-11,45.4,32.3,10.4,57.3,11.9
Mutare,Manicaland,2025-04-12,17.0,25.7,19.8,69.8,9.0
Mutare,Manicaland,2025-04-13,48.4,23.7,16.1,79.3,16.7
Mutare,Manicaland,2025-04-14,58.7,26.8,15.2,68.2,24.4
Mutare,Manicaland,2025-04-15,52.8,34.7,18.2,72.7,25.4
Mutare,Manicaland,2025-04-16,22.5,26.5,15.6,55.4,25.4
Mutare,Manicaland,2025-04-17,2.2,23.1,18.8,33.3,6.8
Mutare,Manicaland,2025-04-18,28.1,31.3,15.6,82.5,6.8
Mutare,Manicaland,2025-04-19,69.8,24.2,12.5,57.4,2.1
Mutare,Manicaland,2025-04-20,30.7,25.3,11.6,77.3,11.6
Mutare,Manicaland,2025-04-21,78.6,33.5,11.9,57.8,18.1
Mutare,Manicaland,2025-04-22,65.5,33.3,16.2,31.9,14.4
Mutare,Manicaland,2025-04-23,70.8,30.7,18.7,67.1,1.3
Mutare,Manicaland,2025-04-24,77.4,33.8,11.3,36.2,16.2
Mutare,Manicaland,2025-04-25,60.6,25.7,11.4,58.1,10.1
Mutare,Manicaland,2025-04-26,28.1,29.7,18.9,60.7,20.6
Mutare,Manicaland,2025-04-27,52.8,28.3,13.1,50.8,9.5
Mutare,Manicaland,2025-04-28,73.4,32.4,15.8,80.2,26.6
Mutare,Manicaland,2025-04-29,74.2,23.3,17.2,63.5,22.0
Mutare,Manicaland,2025-04-30,21.1,30.4,14.1,75.9,23.9
Mutare,Manicaland,2025-05-01,16.9,22.8,17.2,60.3,16.7
Mutare,Manicaland,2025-05-02,60.2,32.8,12.4,60.6,24.9
Mutare,Manicaland,2025-05-03,69.8,24.3,11.0,42.8,28.4
Mutare,Manicaland,2025-05-04,37.0,26.3,10.1,32.8,20.1
Mutare,Manicaland,2025-05-05,47.2,28.6,11.1,49.4,24.4
Mutare,Manicaland,2025-05-06,14.0,33.2,11.2,39.3,14.3
Mutare,Manicaland,2025-05-07,75.6,24.9,16.6,62.4,4.5
Mutare,Manicaland,2025-05-08,19.9,34.0,11.8,68.2,28.9
Mutare,Manicaland,2025-05-09,9.6,26.0,12.2,42.2,3.6
Mutare,Manicaland,2025-05-10,52.0,31.2,16.8,80.9,4.4
Mutare,Manicaland,2025-05-11,25.6,25.2,12.3,37.8,14.6
Mutare,Manicaland,2025-05-12,66.8,34.3,11.3,75.3,24.7
Mutare,Manicaland,2025-05-13,31.1,21.7,19.9,66.1,29.5
Mutare,Manicaland,2025-05-14,38.7,25.9,12.5,84.1,7.6
Mutare,Manicaland,2025-05-15,1.9,27.7,13.8,44.4,19.0
Mutare,Manicaland,2025-05-16,29.1,26.0,10.2,62.4,3.7
Mutare,Manicaland,2025-05-17,17.1,30.8,13.1,39.0,17.3
Mutare,Manicaland,2025-05-18,17.2,24.1,16.2,70.7,22.2
Mutare,Manicaland,2025-05-19,38.6,26.8,17.9,40.6,4.6
Mutare,Manicaland,2025-05-20,53.2,26.1,17.1,44.1,9.7
Mutare,Manicaland,2025-05-21,71.7,26.3,15.9,35.9,5.4
Mutare,Manicaland,2025-05-22,2.9,26.4,19.9,78.1,19.0
Mutare,Manicaland,2025-05-23,68.9,28.9,13.7,39.5,19.6
Mutare,Manicaland,2025-05-24,15.4,26.3,18.3,37.1,3.9
Mutare,Manicaland,2025-05-25,18.0,28.3,12.5,57.7,9.1
Mutare,Manicaland,2025-05-26,40.5,24.2,19.8,57.1,22.3
Mutare,Manicaland,2025-05-27,56.0,27.4,12.4,58.1,20.4
Mutare,Manicaland,2025-05-28,36.8,21.2,10.2,48.0,4.5
Mutare,Manicaland,2025-05-29,72.5,22.6,13.9,69.2,24.5
Mutare,Manicaland,2025-05-30,38.2,22.7,12.7,53.0,10.9
Mutare,Manicaland,2025-05-31,27.9,22.0,19.1,31.6,13.2
Mutare,Manicaland,2025-06-01,78.4,29.9,13.6,38.0,28.9
Mutare,Manicaland,2025-06-02,1.1,30.2,18.8,31.4,21.8
Mutare,Manicaland,2025-06-03,79.9,29.6,14.1,78.1,16.6
Mutare,Manicaland,2025-06-04,60.0,28.8,10.4,41.7,2.4
Mutare,Manicaland,2025-06-05,8.5,20.2,14.2,39.8,25.7
Mutare,Manicaland,2025-06-06,60.0,28.6,14.9,44.1,14.2
Mutare,Manicaland,2025-06-07,51.3,31.7,10.8,69.0,22.3
Mutare,Manicaland,2025-06-08,44.7,23.2,15.4,57.6,14.3
Mutare,Manicaland,2025-06-09,36.9,21.7,11.8,35.4,7.3
Mutare,Manicaland,2025-06-10,21.1,23.7,12.1,70.4,24.6
Mutare,Manicaland,2025-06-11,26.2,24.6,18.4,64.3,8.8
Mutare,Manicaland,2025-06-12,57.1,25.2,15.9,84.6,9.0
Mutare,Manicaland,2025-06-13,74.4,24.8,15.4,55.3,23.5
Mutare,Manicaland,2025-06-14,4.9,29.4,17.6,56.0,3.2
Mutare,Manicaland,2025-06-15,19.6,30.2,19.0,53.2,16.8
Mutare,Manicaland,2025-06-16,18.3,26.2,13.4,66.1,29.5
Mutare,Manicaland,2025-06-17,65.1,22.9,15.8,33.7,7.4
Mutare,Manicaland,2025-06-18,13.8,25.0,16.8,57.5,28.0
Mutare,Manicaland,2025-06-19,17.0,25.5,13.3,43.0,29.8
Mutare,Manicaland,2025-06-20,31.0,34.1,13.9,41.2,3.6
Mutare,Manicaland,2025-06-21,68.4,20.5,19.6,53.0,7.4
Mutare,Manicaland,2025-06-22,49.4,22.0,10.7,75.5,12.7
Mutare,Manicaland,2025-06-23,41.5,22.7,10.6,50.2,15.2
Mutare,Manicaland,2025-06-24,61.2,27.5,17.8,36.3,1.9
Mutare,Manicaland,2025-06-25,12.7,31.6,17.6,37.8,0.9
Mutare,Manicaland,2025-06-26,54.8,32.8,17.5,41.2,17.5
Mutare,Manicaland,2025-06-27,60.6,23.8,15.3,47.3,6.8
Mutare,Manicaland,2025-06-28,77.6,33.7,14.5,37.5,21.8
Mutare,Manicaland,2025-06-29,20.5,22.5,13.8,59.1,2.9
Mutare,Manicaland,2025-06-30,45.7,20.2,18.9,80.6,22.0
Mutare,Manicaland,2025-07-01,37.3,23.8,17.4,81.2,4.8
Mutare,Manicaland,2025-07-02,37.3,24.7,13.6,52.3,28.6
Mutare,Manicaland,2025-07-03,20.7,27.4,19.5,56.2,25.9
Mutare,Manicaland,2025-07-04,4.7,34.3,11.9,83.9,5.3
Mutare,Manicaland,2025-07-05,35.5,24.6,14.3,43.8,29.0
Mutare,Manicaland,2025-07-06,24.5,29.8,11.4,75.3,16.3
Mutare,Manicaland,2025-07-07,78.4,26.4,12.0,49.0,22.1
Mutare,Manicaland,2025-07-08,52.7,31.7,10.7,61.9,28.0
Mutare,Manicaland,2025-07-09,8.6,21.4,17.2,47.3,19.8
Mutare,Manicaland,2025-07-10,43.6,34.8,18.9,67.3,7.9
Mutare,Manicaland,2025-07-11,21.0,33.2,15.9,73.4,13.5
Mutare,Manicaland,2025-07-12,8.2,25.0,11.6,73.0,21.0
Mutare,Manicaland,2025-07-13,7.1,29.3,18.7,68.4,15.3
Mutare,Manicaland,2025-07-14,24.9,33.3,14.2,77.0,23.5
Mutare,Manicaland,2025-07-15,65.3,34.8,17.5,31.9,6.2
Mutare,Manicaland,2025-07-16,2.8,22.8,10.6,57.6,0.8
Mutare,Manicaland,2025-07-17,37.8,33.5,17.5,81.9,6.8
Mutare,Manicaland,2025-07-18,42.5,24.8,14.9,60.6,1.1
Mutare,Manicaland,2025-07-19,18.7,30.6,17.7,61.3,8.1
Mutare,Manicaland,2025-07-20,32.4,21.4,19.5,77.8,2.0
Mutare,Manicaland,2025-07-21,13.3,28.7,12.3,81.4,22.7
Mutare,Manicaland,2025-07-22,21.9,20.1,18.0,53.3,19.3
Mutare,Manicaland,2025-07-23,23.0,22.1,16.8,54.8,7.1
Mutare,Manicaland,2025-07-24,11.0,28.7,17.3,45.6,22.1
Mutare,Manicaland,2025-07-25,14.6,25.1,17.4,66.3,8.1
Mutare,Manicaland,2025-07-26,9.8,20.6,18.4,34.1,3.4
Mutare,Manicaland,2025-07-27,19.0,26.7,17.9,43.6,16.3
Mutare,Manicaland,2025-07-28,7.2,27.0,11.8,41.6,11.0
Mutare,Manicaland,2025-07-29,60.9,31.2,14.1,36.5,8.4
Mutare,Manicaland,2025-07-30,40.4,33.0,19.7,65.1,10.5
Mutare,Manicaland,2025-07-31,55.5,25.0,16.3,43.4,8.0
Mutare,Manicaland,2025-08-01,6.0,26.3,16.2,73.4,24.3
Mutare,Manicaland,2025-08-02,79.4,21.3,14.9,58.7,24.1
Mutare,Manicaland,2025-08-03,21.3,21.0,13.1,84.1,27.0
Mutare,Manicaland,2025-08-04,31.6,33.1,10.3,47.3,21.8
Mutare,Manicaland,2025-08-05,17.7,23.0,18.6,63.9,29.7
Mutare,Manicaland,2025-08-06,10.8,25.3,13.1,78.4,7.7
Mutare,Manicaland,2025-08-07,28.3,22.1,17.8,43.1,2.0
Mutare,Manicaland,2025-08-08,34.8,25.9,11.8,37.3,26.9
Mutare,Manicaland,2025-08-09,5.4,21.5,12.5,82.4,2.6
Mutare,Manicaland,2025-08-10,65.3,33.4,13.8,46.2,20.3
Mutare,Manicaland,2025-08-11,56.2,31.7,18.3,44.8,20.6
Mutare,Manicaland,2025-08-12,10.8,27.7,16.1,38.9,2.3
Mutare,Manicaland,2025-08-13,15.6,26.3,18.9,59.3,22.5
Mutare,Manicaland,2025-08-14,13.9,21.6,12.4,47.3,16.4
Mutare,Manicaland,2025-08-15,70.5,26.4,15.2,30.3,1.0
Mutare,Manicaland,2025-08-16,6.7,30.5,14.9,40.6,17.8
Mutare,Manicaland,2025-08-17,43.6,21.3,16.4,72.2,8.6
Mutare,Manicaland,2025-08-18,55.0,23.0,17.6,80.1,13.3
Mutare,Manicaland,2025-08-19,19.6,26.0,12.5,30.1,19.5
Mutare,Manicaland,2025-08-20,3.4,23.2,17.2,66.6,2.2
Mutare,Manicaland,2025-08-21,52.8,34.0,10.7,52.9,21.9
Mutare,Manicaland,2025-08-22,53.4,23.4,11.6,73.1,28.7
Mutare,Manicaland,2025-08-23,61.4,34.4,16.0,81.1,20.7
Mutare,Manicaland,2025-08-24,72.7,22.4,18.2,40.8,0.8
Mutare,Manicaland,2025-08-25,41.4,24.8,10.4,83.9,20.0
Mutare,Manicaland,2025-08-26,72.1,35.0,13.9,44.0,5.5
Mutare,Manicaland,2025-08-27,41.2,29.1,14.7,51.3,5.0
Mutare,Manicaland,2025-08-28,35.3,21.3,18.7,32.6,11.4
Mutare,Manicaland,2025-08-29,8.0,31.6,13.1,36.2,15.9
Mutare,Manicaland,2025-08-30,73.3,33.6,12.5,69.6,0.9
Mutare,Manicaland,2025-08-31,10.5,27.5,12.3,73.9,27.9
Mutare,Manicaland,2025-09-01,0.3,23.5,14.4,61.0,27.5
Mutare,Manicaland,2025-09-02,71.4,29.6,12.6,73.1,6.1
Mutare,Manicaland,2025-09-03,77.2,20.1,15.7,34.9,12.2
Mutare,Manicaland,2025-09-04,50.8,30.3,17.9,62.6,7.5
Mutare,Manicaland,2025-09-05,71.1,32.2,11.6,75.5,29.2
Mutare,Manicaland,2025-09-06,51.0,24.2,16.1,48.8,20.3
Mutare,Manicaland,2025-09-07,43.6,33.9,16.2,41.8,21.8
Mutare,Manicaland,2025-09-08,24.1,24.1,13.9,30.7,29.1
Mutare,Manicaland,2025-09-09,42.6,31.6,12.6,71.1,17.0
Mutare,Manicaland,2025-09-10,33.9,34.6,14.9,66.2,0.5
Mutare,Manicaland,2025-09-11,24.1,33.3,17.6,59.5,27.0
Mutare,Manicaland,2025-09-12,38.9,28.5,13.8,64.1,9.6
Mutare,Manicaland,2025-09-13,30.8,34.5,11.1,35.8,1.3
Mutare,Manicaland,2025-09-14,25.6,26.0,10.9,60.2,17.5
Mutare,Manicaland,2025-09-15,60.1,34.6,16.2,36.1,2.7
Mutare,Manicaland,2025-09-16,62.2,29.8,11.6,43.9,22.5
Mutare,Manicaland,2025-09-17,45.3,28.8,12.1,64.6,23.1
Mutare,Manicaland,2025-09-18,70.8,31.1,15.8,67.0,14.6
Mutare,Manicaland,2025-09-19,18.2,33.2,15.3,62.7,29.7
Mutare,Manicaland,2025-09-20,78.8,28.8,10.3,51.8,28.1
Mutare,Manicaland,2025-09-21,23.1,35.0,10.8,61.2,15.5
Mutare,Manicaland,2025-09-22,20.4,34.2,16.2,42.7,11.5
Mutare,Manicaland,2025-09-23,57.7,24.5,18.8,39.1,7.9
Mutare,Manicaland,2025-09-24,11.6,21.6,13.0,85.0,2.8
Mutare,Manicaland,2025-09-25,17.0,24.1,16.2,71.0,22.6
Mutare,Manicaland,2025-09-26,0.7,29.8,16.3,58.5,11.4
Mutare,Manicaland,2025-09-27,63.8,25.2,12.3,47.1,13.2
Mutare,Manicaland,2025-09-28,17.1,29.1,18.8,62.8,13.4
Mutare,Manicaland,2025-09-29,63.7,31.2,13.7,63.2,21.9
Mutare,Manicaland,2025-09-30,19.6,25.5,11.1,84.3,2.6
Mutare,Manicaland,2025-10-01,13.5,27.2,18.7,49.6,23.1
Mutare,Manicaland,2025-10-02,54.1,29.6,18.5,30.8,27.9
Mutare,Manicaland,2025-10-03,66.3,34.1,17.9,78.3,6.1
Mutare,Manicaland,2025-10-04,25.5,24.7,11.1,70.1,4.1
Mutare,Manicaland,2025-10-05,4.2,31.6,19.0,72.0,24.8
Mutare,Manicaland,2025-10-06,47.6,33.3,15.0,84.4,3.1
Mutare,Manicaland,2025-10-07,64.7,29.6,15.8,69.9,25.2
Mutare,Manicaland,2025-10-08,69.0,22.6,12.0,30.9,4.0
Mutare,Manicaland,2025-10-09,21.1,30.8,14.8,71.7,14.6
Mutare,Manicaland,2025-10-10,44.4,21.7,17.8,71.7,9.2
Mutare,Manicaland,2025-10-11,26.3,23.3,18.1,71.1,18.3
Mutare,Manicaland,2025-10-12,19.1,22.6,10.5,32.5,5.6
Mutare,Manicaland,2025-10-13,8.0,28.3,13.6,54.5,17.8
Mutare,Manicaland,2025-10-14,52.7,29.7,12.6,74.5,27.5
Mutare,Manicaland,2025-10-15,25.3,20.3,19.0,80.8,1.5
Mutare,Manicaland,2025-10-16,0.4,32.2,13.0,80.3,6.5
Mutare,Manicaland,2025-10-17,68.9,21.0,12.6,83.5,6.9
Mutare,Manicaland,2025-10-18,10.6,32.9,11.2,35.4,9.7
Mutare,Manicaland,2025-10-19,50.8,30.7,18.8,59.8,11.8
Mutare,Manicaland,2025-10-20,28.7,32.7,17.2,79.8,28.9
Mutare,Manicaland,2025-10-21,24.0,27.9,16.3,39.0,1.6
Mutare,Manicaland,2025-10-22,69.4,28.0,15.7,60.5,22.6
Mutare,Manicaland,2025-10-23,11.6,29.2,14.7,79.3,15.6
Mutare,Manicaland,2025-10-24,75.4,25.3,19.7,78.1,17.5
Mutare,Manicaland,2025-10-25,28.3,25.6,17.7,61.9,12.0
Mutare,Manicaland,2025-10-26,50.9,31.0,10.2,34.9,2.8
Mutare,Manicaland,2025-10-27,18.6,26.4,18.0,49.3,0.5
Mutare,Manicaland,2025-10-28,38.7,34.9,13.5,82.9,3.0
Mutare,Manicaland,2025-10-29,13.8,30.9,15.0,72.1,25.9
Mutare,Manicaland,2025-10-30,20.1,30.2,16.1,77.4,12.9
Mutare,Manicaland,2025-10-31,4.1,28.6,19.6,30.8,7.2
Mutare,Manicaland,2025-11-01,25.3,31.5,13.2,43.1,19.5
Mutare,Manicaland,2025-11-02,3.7,22.6,14.1,49.6,10.4
Mutare,Manicaland,2025-11-03,8.7,25.4,18.0,52.8,17.6
Mutare,Manicaland,2025-11-04,13.1,21.0,18.8,48.2,10.5
Mutare,Manicaland,2025-11-05,70.2,30.6,17.6,67.5,3.2
Mutare,Manicaland,2025-11-06,76.6,33.6,12.4,74.2,12.3
Mutare,Manicaland,2025-11-07,54.7,22.5,15.4,37.0,16.1
Mutare,Manicaland,2025-11-08,19.5,26.8,16.7,78.2,5.0
Mutare,Manicaland,2025-11-09,71.5,25.9,18.4,58.2,25.9
Mutare,Manicaland,2025-11-10,53.0,27.6,13.1,83.3,24.0
Mutare,Manicaland,2025-11-11,30.5,22.5,17.8,84.4,8.4
Mutare,Manicaland,2025-11-12,73.3,21.9,19.5,71.0,10.4
Mutare,Manicaland,2025-11-13,24.4,29.7,15.9,80.5,23.0
Mutare,Manicaland,2025-11-14,43.2,33.9,15.9,76.7,25.2
Mutare,Manicaland,2025-11-15,73.5,21.0,15.8,55.8,14.7
Mutare,Manicaland,2025-11-16,36.8,32.6,13.2,55.5,6.0
Mutare,Manicaland,2025-11-17,20.1,29.9,11.2,40.3,15.8
Mutare,Manicaland,2025-11-18,3.5,21.9,18.6,76.5,10.4
Mutare,Manicaland,2025-11-19,27.8,34.0,10.3,61.9,17.9
Mutare,Manicaland,2025-11-20,63.0,34.3,13.6,54.1,20.1
Mutare,Manicaland,2025-11-21,77.4,33.4,16.7,77.1,2.6
Mutare,Manicaland,2025-11-22,30.2,20.2,11.8,64.7,26.6
Mutare,Manicaland,2025-11-23,50.6,30.0,11.0,66.6,13.6
Mutare,Manicaland,2025-11-24,52.1,24.9,15.8,53.3,16.8
Mutare,Manicaland,2025-11-25,11.8,25.9,13.7,70.5,21.2
Mutare,Manicaland,2025-11-26,72.7,29.5,13.1,73.1,14.9
Mutare,Manicaland,2025-11-27,15.5,31.2,11.3,39.8,22.8
Mutare,Manicaland,2025-11-28,61.6,31.9,12.9,77.7,21.7
Mutare,Manicaland,2025-11-29,66.7,30.6,15.8,36.0,21.3
Mutare,Manicaland,2025-11-30,55.2,24.7,17.4,60.3,16.8
Mutare,Manicaland,2025-12-01,29.4,21.8,12.2,72.3,8.1
Mutare,Manicaland,2025-12-02,0.2,35.0,12.1,66.0,27.8
Mutare,Manicaland,2025-12-03,48.0,32.0,19.8,77.3,16.7
Mutare,Manicaland,2025-12-04,29.1,27.2,18.4,76.9,25.4
Mutare,Manicaland,2025-12-05,47.8,27.2,13.1,30.2,22.9
Mutare,Manicaland,2025-12-06,22.2,24.9,18.4,32.9,27.8
Mutare,Manicaland,2025-12-07,0.1,34.1,14.5,35.6,20.2
Mutare,Manicaland,2025-12-08,71.7,26.6,16.9,83.9,7.2
Mutare,Manicaland,2025-12-09,65.6,24.4,14.3,45.5,13.4
Mutare,Manicaland,2025-12-10,0.4,24.6,14.5,64.8,19.1
Mutare,Manicaland,2025-12-11,46.7,24.4,19.5,51.6,6.5
Mutare,Manicaland,2025-12-12,44.4,31.2,10.1,45.2,24.7
Mutare,Manicaland,2025-12-13,40.6,26.1,19.3,34.9,18.5
Mutare,Manicaland,2025-12-14,27.4,21.1,12.1,64.5,0.8
Mutare,Manicaland,2025-12-15,47.4,34.4,18.0,49.0,4.1
Mutare,Manicaland,2025-12-16,37.2,25.9,19.7,84.4,12.3
Mutare,Manicaland,2025-12-17,11.9,33.7,17.9,58.1,11.0
Mutare,Manicaland,2025-12-18,35.9,33.5,11.8,74.4,0.5
Mutare,Manicaland,2025-12-19,73.6,27.5,12.3,30.2,16.8
Mutare,Manicaland,2025-12-20,19.6,29.5,12.8,34.8,15.2
Mutare,Manicaland,2025-12-21,45.2,26.8,14.6,62.4,15.8
Mutare,Manicaland,2025-12-22,10.6,23.0,11.4,68.1,15.9
Mutare,Manicaland,2025-12-23,34.4,32.0,13.3,61.2,2.2
Mutare,Manicaland,2025-12-24,59.6,30.4,18.0,78.6,22.7
Mutare,Manicaland,2025-12-25,67.6,25.2,13.4,81.9,27.4
Mutare,Manicaland,2025-12-26,43.9,25.5,18.7,47.8,4.6
Mutare,Manicaland,2025-12-27,51.2,20.6,13.8,74.4,8.9
Mutare,Manicaland,2025-12-28,74.5,34.3,18.2,84.3,15.9
Mutare,Manicaland,2025-12-29,45.5,32.5,14.9,52.4,18.4
Mutare,Manicaland,2025-12-30,52.6,31.3,16.7,71.0,20.2
Mutare,Manicaland,2025-12-31,38.4,22.0,17.9,31.7,29.8
Mutare,Manicaland,2026-01-01,66.3,30.1,19.7,63.7,1.7
Mutare,Manicaland,2026-01-02,44.8,24.2,13.7,55.3,23.2
Mutare,Manicaland,2026-01-03,40.2,27.1,13.0,59.7,7.5
Mutare,Manicaland,2026-01-04,20.9,31.4,13.4,32.8,10.3
Mutare,Manicaland,2026-01-05,51.1,32.2,19.6,71.0,12.9
Mutare,Manicaland,2026-01-06,23.9,21.9,16.3,58.0,20.3
Mutare,Manicaland,2026-01-07,19.0,24.9,12.9,73.9,5.1
Mutare,Manicaland,2026-01-08,48.7,20.8,15.5,33.5,5.3
Mutare,Manicaland,2026-01-09,9.0,25.2,13.4,75.5,6.8
Mutare,Manicaland,2026-01-10,6.9,29.1,16.9,46.2,18.1
Mutare,Manicaland,2026-01-11,62.1,25.2,15.3,38.1,0.7
Mutare,Manicaland,2026-01-12,78.5,24.5,12.8,83.5,21.8
Mutare,Manicaland,2026-01-13,46.8,30.5,17.1,72.0,2.0
Mutare,Manicaland,2026-01-14,33.0,24.4,10.7,52.7,18.5
Mutare,Manicaland,2026-01-15,14.3,24.6,16.4,61.9,26.1
Mutare,Manicaland,2026-01-16,63.3,34.5,16.0,68.4,25.8
Mutare,Manicaland,2026-01-17,67.2,30.8,15.0,45.0,26.3
Mutare,Manicaland,2026-01-18,62.1,32.6,11.4,47.3,12.7
Mutare,Manicaland,2026-01-19,67.1,33.4,12.8,67.8,2.3
Mutare,Manicaland,2026-01-20,32.8,27.3,17.7,79.1,10.1
Mutare,Manicaland,2026-01-21,42.2,29.7,13.3,84.2,26.3
Mutare,Manicaland,2026-01-22,23.7,27.6,12.3,58.3,20.5
Mutare,Manicaland,2026-01-23,6.8,33.1,15.9,84.4,0.8
Mutare,Manicaland,2026-01-24,66.5,31.9,11.3,48.4,26.5
Mutare,Manicaland,2026-01-25,41.5,26.0,19.1,35.1,14.2
Mutare,Manicaland,2026-01-26,52.2,29.1,12.6,61.0,21.3
Mutare,Manicaland,2026-01-27,46.8,30.3,12.6,75.8,13.5
Mutare,Manicaland,2026-01-28,79.0,20.3,13.8,39.9,16.7
Mutare,Manicaland,2026-01-29,19.5,31.1,18.8,41.6,4.8
Mutare,Manicaland,2026-01-30,70.0,25.4,14.3,42.2,12.8
Mutare,Manicaland,2026-01-31,18.5,30.0,15.0,73.3,9.4
Mutare,Manicaland,2026-02-01,40.4,23.9,19.3,58.7,5.2
Mutare,Manicaland,2026-02-02,21.8,21.2,10.3,58.9,10.1
Mutare,Manicaland,2026-02-03,77.1,22.6,17.9,47.4,6.7
Mutare,Manicaland,2026-02-04,77.6,32.0,16.3,68.3,29.7
Mutare,Manicaland,2026-02-05,47.5,21.5,10.6,66.7,19.7
Mutare,Manicaland,2026-02-06,59.9,21.6,19.4,60.3,19.5
Mutare,Manicaland,2026-02-07,2.8,34.4,15.6,61.0,28.3
Mutare,Manicaland,2026-02-08,74.3,23.3,19.3,70.5,0.6
Mutare,Manicaland,2026-02-09,19.2,26.2,15.8,68.6,6.3
Mutare,Manicaland,2026-02-10,66.9,32.7,16.3,80.7,24.4
Mutare,Manicaland,2026-02-11,17.7,32.0,19.5,37.6,29.4
Mutare,Manicaland,2026-02-12,2.0,27.8,17.7,73.5,22.0
Mutare,Manicaland,2026-02-13,42.3,29.8,17.0,57.2,17.9
Mutare,Manicaland,2026-02-14,67.7,24.7,15.2,30.5,20.6
Mutare,Manicaland,2026-02-15,15.6,27.2,12.1,31.3,14.5
Mutare,Manicaland,2026-02-16,34.0,26.4,12.1,82.1,0.1
Mutare,Manicaland,2026-02-17,71.3,31.1,11.7,56.0,29.7
Mutare,Manicaland,2026-02-18,51.5,21.9,14.6,55.8,24.1
Mutare,Manicaland,2026-02-19,73.3,21.2,13.1,46.4,29.9
Mutare,Manicaland,2026-02-20,44.7,33.2,14.3,69.7,8.6
Mutare,Manicaland,2026-02-21,72.9,26.8,18.0,44.1,20.8
Mutare,Manicaland,2026-02-22,32.4,20.5,14.1,60.3,4.6
Mutare,Manicaland,2026-02-23,14.7,27.0,13.4,54.2,13.8
Mutare,Manicaland,2026-02-24,11.2,22.7,18.5,38.9,20.0
Mutare,Manicaland,2026-02-25,33.5,34.5,10.7,75.7,14.7
Mutare,Manicaland,2026-02-26,0.4,24.0,14.1,47.3,10.9
Mutare,Manicaland,2026-02-27,73.3,25.4,14.2,71.9,23.8
Mutare,Manicaland,2026-02-28,6.7,30.6,14.8,37.4,7.9
Mutare,Manicaland,2026-03-01,3.6,25.4,12.6,51.0,17.4
Mutare,Manicaland,2026-03-02,58.6,29.1,16.8,77.6,26.2
Mutare,Manicaland,2026-03-03,68.9,22.3,12.5,57.6,10.8
Mutare,Manicaland,2026-03-04,10.5,24.3,19.8,49.1,12.6
Mutare,Manicaland,2026-03-05,0.5,30.8,14.1,35.7,29.1
Mutare,Manicaland,2026-03-06,62.2,30.9,19.6,52.4,21.6
Mutare,Manicaland,2026-03-07,16.5,30.5,10.1,36.9,12.8
Mutare,Manicaland,2026-03-08,1.0,26.9,15.2,64.2,3.0
Mutare,Manicaland,2026-03-09,14.5,29.2,16.6,31.4,16.2
Mutare,Manicaland,2026-03-10,62.8,21.0,14.1,48.0,27.4
Mutare,Manicaland,2026-03-11,14.9,24.8,19.0,48.2,15.9
Mutare,Manicaland,2026-03-12,2.6,34.8,18.2,64.9,1.8
Mutare,Manicaland,2026-03-13,6.0,28.2,12.9,64.3,17.9
Mutare,Manicaland,2026-03-14,67.1,24.2,15.8,72.8,14.7
Mutare,Manicaland,2026-03-15,66.5,22.0,17.3,81.9,10.0
Mutare,Manicaland,2026-03-16,29.3,21.3,16.4,60.4,1.2
Mutare,Manicaland,2026-03-17,60.2,32.4,19.1,60.0,13.6
Mutare,Manicaland,2026-03-18,70.1,26.0,16.6,63.8,11.2
Mutare,Manicaland,2026-03-19,7.0,20.3,14.3,56.5,24.7
Mutare,Manicaland,2026-03-20,33.2,24.2,14.6,43.1,2.7
Mutare,Manicaland,2026-03-21,9.0,24.8,10.1,42.1,23.6
Mutare,Manicaland,2026-03-22,18.8,21.7,19.5,64.2,1.8
Mutare,Manicaland,2026-03-23,5.0,29.2,15.4,33.8,6.7
Mutare,Manicaland,2026-03-24,74.3,28.6,14.4,43.8,4.0
Mutare,Manicaland,2026-03-25,32.2,33.8,10.5,84.5,6.2
Mutare,Manicaland,2026-03-26,32.7,20.7,15.8,56.6,20.0
Mutare,Manicaland,2026-03-27,43.4,26.0,17.4,31.4,16.2
Mutare,Manicaland,2026-03-28,9.1,26.5,17.9,37.8,28.1
Mutare,Manicaland,2026-03-29,71.1,26.2,10.1,73.4,26.4
Mutare,Manicaland,2026-03-30,14.0,33.7,19.1,55.9,23.9
Mutare,Manicaland,2026-03-31,35.6,28.5,13.2,38.8,22.4
Mutare,Manicaland,2026-04-01,0.1,28.7,18.6,42.2,10.0
Mutare,Manicaland,2026-04-02,47.0,23.7,18.5,50.2,17.4
Mutare,Manicaland,2026-04-03,18.1,20.6,11.7,32.5,14.1
Mutare,Manicaland,2026-04-04,46.9,20.7,10.9,56.7,24.0
Gweru,Midlands,2025-04-05,50.2,21.6,18.9,80.5,9.7
Gweru,Midlands,2025-04-06,49.3,27.4,19.4,58.0,28.8
Gweru,Midlands,2025-04-07,15.9,25.2,17.8,73.1,22.0
Gweru,Midlands,2025-04-08,68.8,30.5,16.4,55.2,14.0
